mesh_points,iterations,probability,threads,seed,disable_display,game_type,execution_time
100,200,0.600000,1,123,1,1,0.000002
100,200,0.600000,1,37,1,0,0.000003
100,200,0.600000,1,37,1,1,0.000002
100,200,0.700000,1,42,1,0,0.000002
100,200,0.700000,1,42,1,1,0.000002
100,200,0.700000,1,123,1,0,0.000002
100,200,0.700000,1,123,1,1,0.000002
100,200,0.700000,1,37,1,0,0.000002
100,200,0.700000,1,37,1,1,0.000002
100,200,0.800000,1,42,1,0,0.000002
100,200,0.800000,1,42,1,1,0.000002
100,200,0.800000,1,123,1,0,0.000002
100,200,0.800000,1,123,1,1,0.000002
100,200,0.800000,1,37,1,0,0.000002
100,200,0.800000,1,37,1,1,0.000002
100,200,0.900000,1,42,1,0,0.000002
100,200,0.900000,1,42,1,1,0.000002
100,200,0.900000,1,123,1,0,0.000002
100,200,0.900000,1,123,1,1,0.000002
100,200,0.900000,1,37,1,0,0.000002
100,200,0.900000,1,37,1,1,0.000002
100,200,0.000000,1,42,1,0,0.000002
100,200,0.000000,1,42,1,1,0.000002
100,200,0.000000,1,123,1,0,0.000002
100,200,0.000000,1,123,1,1,0.000002
100,200,0.000000,1,37,1,0,0.000002
100,200,0.000000,1,37,1,1,0.000002
100,300,0.200000,1,42,1,0,0.000002
100,300,0.200000,1,42,1,1,0.000002
100,300,0.200000,1,123,1,0,0.000002
100,300,0.200000,1,123,1,1,0.000002
100,300,0.200000,1,37,1,0,0.000002
100,300,0.200000,1,37,1,1,0.000002
100,300,0.300000,1,42,1,0,0.000002
100,300,0.300000,1,42,1,1,0.000002
100,300,0.300000,1,123,1,0,0.000001
100,300,0.300000,1,123,1,1,0.000001
100,300,0.300000,1,37,1,0,0.000001
100,300,0.300000,1,37,1,1,0.000001
100,300,0.400000,1,42,1,0,0.000001
100,300,0.400000,1,42,1,1,0.000001
100,300,0.400000,1,123,1,0,0.000001
100,300,0.400000,1,123,1,1,0.000001
100,300,0.400000,1,37,1,0,0.000001
100,300,0.400000,1,37,1,1,0.000001
100,300,0.500000,1,42,1,0,0.000001
100,300,0.500000,1,42,1,1,0.000001
100,300,0.500000,1,123,1,0,0.000001
100,300,0.500000,1,123,1,1,0.000001
100,300,0.500000,1,37,1,0,0.000001
100,300,0.500000,1,37,1,1,0.000001
100,300,0.600000,1,42,1,0,0.000001
100,300,0.600000,1,42,1,1,0.000001
100,300,0.600000,1,123,1,0,0.000001
100,300,0.600000,1,123,1,1,0.000001
100,300,0.600000,1,37,1,0,0.000001
100,300,0.600000,1,37,1,1,0.000001
100,300,0.700000,1,42,1,0,0.000001
100,300,0.700000,1,42,1,1,0.000001
100,300,0.700000,1,123,1,0,0.000001
100,300,0.700000,1,123,1,1,0.000001
100,300,0.700000,1,37,1,0,0.000001
100,300,0.700000,1,37,1,1,0.000001
100,300,0.800000,1,42,1,0,0.000001
100,300,0.800000,1,42,1,1,0.000001
100,300,0.800000,1,123,1,0,0.000001
100,300,0.800000,1,123,1,1,0.000001
100,300,0.800000,1,37,1,0,0.000001
100,300,0.800000,1,37,1,1,0.000001
100,300,0.900000,1,42,1,0,0.000001
100,300,0.900000,1,42,1,1,0.000001
100,300,0.900000,1,123,1,0,0.000001
100,300,0.900000,1,123,1,1,0.000001
100,300,0.900000,1,37,1,0,0.000001
100,300,0.900000,1,37,1,1,0.000001
100,300,0.000000,1,42,1,0,0.000001
100,300,0.000000,1,42,1,1,0.000001
100,300,0.000000,1,123,1,0,0.000001
100,300,0.000000,1,123,1,1,0.000001
100,300,0.000000,1,37,1,0,0.000001
100,300,0.000000,1,37,1,1,0.000001
100,1000,0.200000,1,42,1,0,0.000001
100,1000,0.200000,1,42,1,1,0.000001
100,1000,0.200000,1,123,1,0,0.000001
100,1000,0.200000,1,123,1,1,0.000001
100,1000,0.200000,1,37,1,0,0.000001
100,1000,0.200000,1,37,1,1,0.000001
100,1000,0.300000,1,42,1,0,0.000001
100,1000,0.300000,1,42,1,1,0.000001
100,1000,0.300000,1,123,1,0,0.000001
100,1000,0.300000,1,123,1,1,0.000001
100,1000,0.300000,1,37,1,0,0.000001
100,1000,0.300000,1,37,1,1,0.000001
100,1000,0.400000,1,42,1,0,0.000001
100,1000,0.400000,1,42,1,1,0.000001
100,1000,0.400000,1,123,1,0,0.000001
100,1000,0.400000,1,123,1,1,0.000001
100,1000,0.400000,1,37,1,0,0.000001
100,1000,0.400000,1,37,1,1,0.000001
100,1000,0.500000,1,42,1,0,0.000001
100,1000,0.500000,1,42,1,1,0.000001
100,1000,0.500000,1,123,1,0,0.000001
100,1000,0.500000,1,123,1,1,0.000001
100,1000,0.500000,1,37,1,0,0.000001
100,1000,0.500000,1,37,1,1,0.000001
100,1000,0.600000,1,42,1,0,0.000001
100,1000,0.600000,1,42,1,1,0.000001
100,1000,0.600000,1,123,1,0,0.000001
100,1000,0.600000,1,123,1,1,0.000001
100,1000,0.600000,1,37,1,0,0.000001
100,1000,0.600000,1,37,1,1,0.000001
100,1000,0.700000,1,42,1,0,0.000001
100,1000,0.700000,1,42,1,1,0.000001
100,1000,0.700000,1,123,1,0,0.000001
100,1000,0.700000,1,123,1,1,0.000001
100,1000,0.700000,1,37,1,0,0.000001
100,1000,0.700000,1,37,1,1,0.000001
100,1000,0.800000,1,42,1,0,0.000001
100,1000,0.800000,1,42,1,1,0.000001
100,1000,0.800000,1,123,1,0,0.000001
100,1000,0.800000,1,123,1,1,0.000001
100,1000,0.800000,1,37,1,0,0.000001
100,1000,0.800000,1,37,1,1,0.000001
100,1000,0.900000,1,42,1,0,0.000001
100,1000,0.900000,1,42,1,1,0.000001
100,1000,0.900000,1,123,1,0,0.000001
100,1000,0.900000,1,123,1,1,0.000001
100,1000,0.900000,1,37,1,0,0.000001
100,1000,0.900000,1,37,1,1,0.000001
100,1000,0.000000,1,42,1,0,0.000001
100,1000,0.000000,1,42,1,1,0.000001
100,1000,0.000000,1,123,1,0,0.000001
100,1000,0.000000,1,123,1,1,0.000001
100,1000,0.000000,1,37,1,0,0.000001
100,1000,0.000000,1,37,1,1,0.000001
100,2000,0.200000,1,42,1,0,0.000001
100,2000,0.200000,1,42,1,1,0.000001
100,2000,0.200000,1,123,1,0,0.000001
100,2000,0.200000,1,123,1,1,0.000001
100,2000,0.200000,1,37,1,0,0.000001
100,2000,0.200000,1,37,1,1,0.000001
100,2000,0.300000,1,42,1,0,0.000001
100,2000,0.300000,1,42,1,1,0.000001
100,2000,0.300000,1,123,1,0,0.000001
100,2000,0.300000,1,123,1,1,0.000001
100,2000,0.300000,1,37,1,0,0.000001
100,2000,0.300000,1,37,1,1,0.000001
100,2000,0.400000,1,42,1,0,0.000001
100,2000,0.400000,1,42,1,1,0.000001
100,2000,0.400000,1,123,1,0,0.000001
100,2000,0.400000,1,123,1,1,0.000001
100,2000,0.400000,1,37,1,0,0.000001
100,2000,0.400000,1,37,1,1,0.000001
100,2000,0.500000,1,42,1,0,0.000001
100,2000,0.500000,1,42,1,1,0.000001
100,2000,0.500000,1,123,1,0,0.000001
100,2000,0.500000,1,123,1,1,0.000001
100,2000,0.500000,1,37,1,0,0.000001
100,2000,0.500000,1,37,1,1,0.000001
100,2000,0.600000,1,42,1,0,0.000001
100,2000,0.600000,1,42,1,1,0.000001
100,2000,0.600000,1,123,1,0,0.000001
100,2000,0.600000,1,123,1,1,0.000001
100,2000,0.600000,1,37,1,0,0.000001
100,2000,0.600000,1,37,1,1,0.000001
100,2000,0.700000,1,42,1,0,0.000001
100,2000,0.700000,1,42,1,1,0.000001
100,2000,0.700000,1,123,1,0,0.000001
100,2000,0.700000,1,123,1,1,0.000001
100,2000,0.700000,1,37,1,0,0.000001
100,2000,0.700000,1,37,1,1,0.000001
100,2000,0.800000,1,42,1,0,0.000001
100,2000,0.800000,1,42,1,1,0.000001
100,2000,0.800000,1,123,1,0,0.000001
100,2000,0.800000,1,123,1,1,0.000001
100,2000,0.800000,1,37,1,0,0.000001
100,2000,0.800000,1,37,1,1,0.000001
100,2000,0.900000,1,42,1,0,0.000001
100,2000,0.900000,1,42,1,1,0.000001
100,2000,0.900000,1,123,1,0,0.000001
100,2000,0.900000,1,123,1,1,0.000001
100,2000,0.900000,1,37,1,0,0.000001
100,2000,0.900000,1,37,1,1,0.000001
100,2000,0.000000,1,42,1,0,0.000001
100,2000,0.000000,1,42,1,1,0.000001
100,2000,0.000000,1,123,1,0,0.000001
100,2000,0.000000,1,123,1,1,0.000001
100,2000,0.000000,1,37,1,0,0.000001
100,2000,0.000000,1,37,1,1,0.000001
100,3000,0.200000,1,42,1,0,0.000001
100,3000,0.200000,1,42,1,1,0.000001
100,3000,0.200000,1,123,1,0,0.000001
100,3000,0.200000,1,123,1,1,0.000001
100,3000,0.200000,1,37,1,0,0.000001
100,3000,0.200000,1,37,1,1,0.000001
100,3000,0.300000,1,42,1,0,0.000001
100,3000,0.300000,1,42,1,1,0.000001
100,3000,0.300000,1,123,1,0,0.000000
100,3000,0.300000,1,123,1,1,0.000000
100,3000,0.300000,1,37,1,0,0.000000
100,3000,0.300000,1,37,1,1,0.000000
100,3000,0.400000,1,42,1,0,0.000001
100,3000,0.400000,1,42,1,1,0.000000
100,3000,0.400000,1,123,1,0,0.000001
100,3000,0.400000,1,123,1,1,0.000001
100,3000,0.400000,1,37,1,0,0.000001
100,3000,0.400000,1,37,1,1,0.000000
100,3000,0.500000,1,42,1,0,0.000000
100,3000,0.500000,1,42,1,1,0.000001
100,3000,0.500000,1,123,1,0,0.000001
100,3000,0.500000,1,123,1,1,0.000001
100,3000,0.500000,1,37,1,0,0.000000
100,3000,0.500000,1,37,1,1,0.000001
100,3000,0.600000,1,42,1,0,0.000000
100,3000,0.600000,1,42,1,1,0.000001
100,3000,0.600000,1,123,1,0,0.000001
100,3000,0.600000,1,123,1,1,0.000001
100,3000,0.600000,1,37,1,0,0.000001
100,3000,0.600000,1,37,1,1,0.000000
100,3000,0.700000,1,42,1,0,0.000000
100,3000,0.700000,1,42,1,1,0.000001
100,3000,0.700000,1,123,1,0,0.000001
100,3000,0.700000,1,123,1,1,0.000001
100,3000,0.700000,1,37,1,0,0.000000
100,3000,0.700000,1,37,1,1,0.000001
100,3000,0.800000,1,42,1,0,0.000000
100,3000,0.800000,1,42,1,1,0.000000
100,3000,0.800000,1,123,1,0,0.000001
100,3000,0.800000,1,123,1,1,0.000001
100,3000,0.800000,1,37,1,0,0.000001
100,3000,0.800000,1,37,1,1,0.000001
100,3000,0.900000,1,42,1,0,0.000001
100,3000,0.900000,1,42,1,1,0.000001
100,3000,0.900000,1,123,1,0,0.000000
100,3000,0.900000,1,123,1,1,0.000000
100,3000,0.900000,1,37,1,0,0.000000
100,3000,0.900000,1,37,1,1,0.000001
100,3000,0.000000,1,42,1,0,0.000000
100,3000,0.000000,1,42,1,1,0.000000
100,3000,0.000000,1,123,1,0,0.000001
100,3000,0.000000,1,123,1,1,0.000000
100,3000,0.000000,1,37,1,0,0.000001
100,3000,0.000000,1,37,1,1,0.000001
100,5000,0.200000,1,42,1,0,0.000001
100,5000,0.200000,1,42,1,1,0.000000
100,5000,0.200000,1,123,1,0,0.000001
100,5000,0.200000,1,123,1,1,0.000000
100,5000,0.200000,1,37,1,0,0.000000
100,5000,0.200000,1,37,1,1,0.000000
100,5000,0.300000,1,42,1,0,0.000001
100,5000,0.300000,1,42,1,1,0.000000
100,5000,0.300000,1,123,1,0,0.000001
100,5000,0.300000,1,123,1,1,0.000001
100,5000,0.300000,1,37,1,0,0.000000
100,5000,0.300000,1,37,1,1,0.000001
100,5000,0.400000,1,42,1,0,0.000001
100,5000,0.400000,1,42,1,1,0.000001
100,5000,0.400000,1,123,1,0,0.000001
100,5000,0.400000,1,123,1,1,0.000000
100,5000,0.400000,1,37,1,0,0.000001
100,5000,0.400000,1,37,1,1,0.000001
100,5000,0.500000,1,42,1,0,0.000001
100,5000,0.500000,1,42,1,1,0.000001
100,5000,0.500000,1,123,1,0,0.000000
100,5000,0.500000,1,123,1,1,0.000001
100,5000,0.500000,1,37,1,0,0.000001
100,5000,0.500000,1,37,1,1,0.000001
100,5000,0.600000,1,42,1,0,0.000000
100,5000,0.600000,1,42,1,1,0.000001
100,5000,0.600000,1,123,1,0,0.000001
100,5000,0.600000,1,123,1,1,0.000000
100,5000,0.600000,1,37,1,0,0.000001
100,5000,0.600000,1,37,1,1,0.000000
100,5000,0.700000,1,42,1,0,0.000000
100,5000,0.700000,1,42,1,1,0.000000
100,5000,0.700000,1,123,1,0,0.000001
100,5000,0.700000,1,123,1,1,0.000000
100,5000,0.700000,1,37,1,0,0.000001
100,5000,0.700000,1,37,1,1,0.000000
100,5000,0.800000,1,42,1,0,0.000001
100,5000,0.800000,1,42,1,1,0.000000
100,5000,0.800000,1,123,1,0,0.000001
100,5000,0.800000,1,123,1,1,0.000000
100,5000,0.800000,1,37,1,0,0.000000
100,5000,0.800000,1,37,1,1,0.000001
100,5000,0.900000,1,42,1,0,0.000000
100,5000,0.900000,1,42,1,1,0.000001
100,5000,0.900000,1,123,1,0,0.000001
100,5000,0.900000,1,123,1,1,0.000001
100,5000,0.900000,1,37,1,0,0.000001
100,5000,0.900000,1,37,1,1,0.000000
100,5000,0.000000,1,42,1,0,0.000000
100,5000,0.000000,1,42,1,1,0.000001
100,5000,0.000000,1,123,1,0,0.000001
100,5000,0.000000,1,123,1,1,0.000001
100,5000,0.000000,1,37,1,0,0.000001
100,5000,0.000000,1,37,1,1,0.000001
100,10000,0.200000,1,42,1,0,0.000001
100,10000,0.200000,1,42,1,1,0.000001
100,10000,0.200000,1,123,1,0,0.000001
100,10000,0.200000,1,123,1,1,0.000001
100,10000,0.200000,1,37,1,0,0.000001
100,10000,0.200000,1,37,1,1,0.000001
100,10000,0.300000,1,42,1,0,0.000001
100,10000,0.300000,1,42,1,1,0.000000
100,10000,0.300000,1,123,1,0,0.000000
100,10000,0.300000,1,123,1,1,0.000001
100,10000,0.300000,1,37,1,0,0.000000
100,10000,0.300000,1,37,1,1,0.000000
100,10000,0.400000,1,42,1,0,0.000001
100,10000,0.400000,1,42,1,1,0.000001
100,10000,0.400000,1,123,1,0,0.000001
100,10000,0.400000,1,123,1,1,0.000001
100,10000,0.400000,1,37,1,0,0.000001
100,10000,0.400000,1,37,1,1,0.000000
100,10000,0.500000,1,42,1,0,0.000000
100,10000,0.500000,1,42,1,1,0.000001
100,10000,0.500000,1,123,1,0,0.000001
100,10000,0.500000,1,123,1,1,0.000000
100,10000,0.500000,1,37,1,0,0.000000
100,10000,0.500000,1,37,1,1,0.000001
100,10000,0.600000,1,42,1,0,0.000000
100,10000,0.600000,1,42,1,1,0.000001
100,10000,0.600000,1,123,1,0,0.000000
100,10000,0.600000,1,123,1,1,0.000001
100,10000,0.600000,1,37,1,0,0.000001
100,10000,0.600000,1,37,1,1,0.000001
100,10000,0.700000,1,42,1,0,0.000001
100,10000,0.700000,1,42,1,1,0.000000
100,10000,0.700000,1,123,1,0,0.000001
100,10000,0.700000,1,123,1,1,0.000001
100,10000,0.700000,1,37,1,0,0.000001
100,10000,0.700000,1,37,1,1,0.000000
100,10000,0.800000,1,42,1,0,0.000000
100,10000,0.800000,1,42,1,1,0.000001
100,10000,0.800000,1,123,1,0,0.000000
100,10000,0.800000,1,123,1,1,0.000001
100,10000,0.800000,1,37,1,0,0.000000
100,10000,0.800000,1,37,1,1,0.000001
100,10000,0.900000,1,42,1,0,0.000000
100,10000,0.900000,1,42,1,1,0.000001
100,10000,0.900000,1,123,1,0,0.000001
100,10000,0.900000,1,123,1,1,0.000000
100,10000,0.900000,1,37,1,0,0.000000
100,10000,0.900000,1,37,1,1,0.000001
100,10000,0.000000,1,42,1,0,0.000000
100,10000,0.000000,1,42,1,1,0.000001
100,10000,0.000000,1,123,1,0,0.000001
100,10000,0.000000,1,123,1,1,0.000001
100,10000,0.000000,1,37,1,0,0.000001
100,10000,0.000000,1,37,1,1,0.000001
100,1045220557,0.200000,1,42,1,0,0.000000
100,1045220557,0.200000,1,42,1,1,0.000001
100,1045220557,0.200000,1,123,1,0,0.000001
100,1045220557,0.200000,1,123,1,1,0.000001
100,1045220557,0.200000,1,37,1,0,0.000001
100,1045220557,0.200000,1,37,1,1,0.000001
100,1045220557,0.300000,1,42,1,0,0.000001
100,1045220557,0.300000,1,42,1,1,0.000000
100,1045220557,0.300000,1,123,1,0,0.000001
100,1045220557,0.300000,1,123,1,1,0.000001
100,1045220557,0.300000,1,37,1,0,0.000000
100,1045220557,0.300000,1,37,1,1,0.000001
100,1045220557,0.400000,1,42,1,0,0.000001
100,1045220557,0.400000,1,42,1,1,0.000001
100,1045220557,0.400000,1,123,1,0,0.000000
100,1045220557,0.400000,1,123,1,1,0.000001
100,1045220557,0.400000,1,37,1,0,0.000000
100,1045220557,0.400000,1,37,1,1,0.000000
100,1045220557,0.500000,1,42,1,0,0.000001
100,1045220557,0.500000,1,42,1,1,0.000001
100,1045220557,0.500000,1,123,1,0,0.000000
100,1045220557,0.500000,1,123,1,1,0.000000
100,1045220557,0.500000,1,37,1,0,0.000000
100,1045220557,0.500000,1,37,1,1,0.000000
100,1045220557,0.600000,1,42,1,0,0.000000
100,1045220557,0.600000,1,42,1,1,0.000000
100,1045220557,0.600000,1,123,1,0,0.000000
100,1045220557,0.600000,1,123,1,1,0.000000
100,1045220557,0.600000,1,37,1,0,0.000000
100,1045220557,0.600000,1,37,1,1,0.000000
100,1045220557,0.700000,1,42,1,0,0.000000
100,1045220557,0.700000,1,42,1,1,0.000001
100,1045220557,0.700000,1,123,1,0,0.000000
100,1045220557,0.700000,1,123,1,1,0.000000
100,1045220557,0.700000,1,37,1,0,0.000000
100,1045220557,0.700000,1,37,1,1,0.000000
100,1045220557,0.800000,1,42,1,0,0.000000
100,1045220557,0.800000,1,42,1,1,0.000000
100,1045220557,0.800000,1,123,1,0,0.000000
100,1045220557,0.800000,1,123,1,1,0.000000
100,1045220557,0.800000,1,37,1,0,0.000000
100,1045220557,0.800000,1,37,1,1,0.000000
100,1045220557,0.900000,1,42,1,0,0.000000
100,1045220557,0.900000,1,42,1,1,0.000000
100,1045220557,0.900000,1,123,1,0,0.000000
100,1045220557,0.900000,1,123,1,1,0.000000
100,1045220557,0.900000,1,37,1,0,0.000000
100,1045220557,0.900000,1,37,1,1,0.000000
100,1045220557,0.000000,1,42,1,0,0.000000
100,1045220557,0.000000,1,42,1,1,0.000000
100,1045220557,0.000000,1,123,1,0,0.000000
100,1045220557,0.000000,1,123,1,1,0.000001
100,1045220557,0.000000,1,37,1,0,0.000000
100,1045220557,0.000000,1,37,1,1,0.000000
100,1050253722,0.200000,1,42,1,0,0.000000
100,1050253722,0.200000,1,42,1,1,0.000000
100,1050253722,0.200000,1,123,1,0,0.000000
100,1050253722,0.200000,1,123,1,1,0.000000
100,1050253722,0.200000,1,37,1,0,0.000000
100,1050253722,0.200000,1,37,1,1,0.000000
100,1050253722,0.300000,1,42,1,0,0.000000
100,1050253722,0.300000,1,42,1,1,0.000000
100,1050253722,0.300000,1,123,1,0,0.000000
100,1050253722,0.300000,1,123,1,1,0.000000
100,1050253722,0.300000,1,37,1,0,0.000000
100,1050253722,0.300000,1,37,1,1,0.000000
100,1050253722,0.400000,1,42,1,0,0.000000
100,1050253722,0.400000,1,42,1,1,0.000000
100,1050253722,0.400000,1,123,1,0,0.000000
100,1050253722,0.400000,1,123,1,1,0.000000
100,1050253722,0.400000,1,37,1,0,0.000000
100,1050253722,0.400000,1,37,1,1,0.000000
100,1050253722,0.500000,1,42,1,0,0.000000
100,1050253722,0.500000,1,42,1,1,0.000000
100,1050253722,0.500000,1,123,1,0,0.000000
100,1050253722,0.500000,1,123,1,1,0.000000
100,1050253722,0.500000,1,37,1,0,0.000000
100,1050253722,0.500000,1,37,1,1,0.000000
100,1050253722,0.600000,1,42,1,0,0.000000
100,1050253722,0.600000,1,42,1,1,0.000000
100,1050253722,0.600000,1,123,1,0,0.000000
100,1050253722,0.600000,1,123,1,1,0.000000
100,1050253722,0.600000,1,37,1,0,0.000000
100,1050253722,0.600000,1,37,1,1,0.000000
100,1050253722,0.700000,1,42,1,0,0.000000
100,1050253722,0.700000,1,42,1,1,0.000000
100,1050253722,0.700000,1,123,1,0,0.000000
100,1050253722,0.700000,1,123,1,1,0.000000
100,1050253722,0.700000,1,37,1,0,0.000000
100,1050253722,0.700000,1,37,1,1,0.000000
100,1050253722,0.800000,1,42,1,0,0.000000
100,1050253722,0.800000,1,42,1,1,0.000000
100,1050253722,0.800000,1,123,1,0,0.000001
100,1050253722,0.800000,1,123,1,1,0.000000
100,1050253722,0.800000,1,37,1,0,0.000000
100,1050253722,0.800000,1,37,1,1,0.000000
100,1050253722,0.900000,1,42,1,0,0.000000
100,1050253722,0.900000,1,42,1,1,0.000000
100,1050253722,0.900000,1,123,1,0,0.000000
100,1050253722,0.900000,1,123,1,1,0.000001
100,1050253722,0.900000,1,37,1,0,0.000000
100,1050253722,0.900000,1,37,1,1,0.000000
100,1050253722,0.000000,1,42,1,0,0.000000
100,1050253722,0.000000,1,42,1,1,0.000000
100,1050253722,0.000000,1,123,1,0,0.000000
100,1050253722,0.000000,1,123,1,1,0.000000
100,1050253722,0.000000,1,37,1,0,0.000001
100,1050253722,0.000000,1,37,1,1,0.000000
100,1053609165,0.200000,1,42,1,0,0.000000
100,1053609165,0.200000,1,42,1,1,0.000000
100,1053609165,0.200000,1,123,1,0,0.000000
100,1053609165,0.200000,1,123,1,1,0.000000
100,1053609165,0.200000,1,37,1,0,0.000000
100,1053609165,0.200000,1,37,1,1,0.000001
100,1053609165,0.300000,1,42,1,0,0.000000
100,1053609165,0.300000,1,42,1,1,0.000000
100,1053609165,0.300000,1,123,1,0,0.000000
100,1053609165,0.300000,1,123,1,1,0.000001
100,1053609165,0.300000,1,37,1,0,0.000000
100,1053609165,0.300000,1,37,1,1,0.000000
100,1053609165,0.400000,1,42,1,0,0.000000
100,1053609165,0.400000,1,42,1,1,0.000000
100,1053609165,0.400000,1,123,1,0,0.000000
100,1053609165,0.400000,1,123,1,1,0.000000
100,1053609165,0.400000,1,37,1,0,0.000000
100,1053609165,0.400000,1,37,1,1,0.000000
100,1053609165,0.500000,1,42,1,0,0.000000
100,1053609165,0.500000,1,42,1,1,0.000000
100,1053609165,0.500000,1,123,1,0,0.000000
100,1053609165,0.500000,1,123,1,1,0.000000
100,1053609165,0.500000,1,37,1,0,0.000000
100,1053609165,0.500000,1,37,1,1,0.000000
100,1053609165,0.600000,1,42,1,0,0.000000
100,1053609165,0.600000,1,42,1,1,0.000000
100,1053609165,0.600000,1,123,1,0,0.000001
100,1053609165,0.600000,1,123,1,1,0.000000
100,1053609165,0.600000,1,37,1,0,0.000000
100,1053609165,0.600000,1,37,1,1,0.000000
100,1053609165,0.700000,1,42,1,0,0.000000
100,1053609165,0.700000,1,42,1,1,0.000000
100,1053609165,0.700000,1,123,1,0,0.000000
100,1053609165,0.700000,1,123,1,1,0.000001
100,1053609165,0.700000,1,37,1,0,0.000000
100,1053609165,0.700000,1,37,1,1,0.000000
100,1053609165,0.800000,1,42,1,0,0.000000
100,1053609165,0.800000,1,42,1,1,0.000000
100,1053609165,0.800000,1,123,1,0,0.000000
100,1053609165,0.800000,1,123,1,1,0.000000
100,1053609165,0.800000,1,37,1,0,0.000000
100,1053609165,0.800000,1,37,1,1,0.000001
100,1053609165,0.900000,1,42,1,0,0.000000
100,1053609165,0.900000,1,42,1,1,0.000000
100,1053609165,0.900000,1,123,1,0,0.000000
100,1053609165,0.900000,1,123,1,1,0.000000
100,1053609165,0.900000,1,37,1,0,0.000000
100,1053609165,0.900000,1,37,1,1,0.000000
100,1053609165,0.000000,1,42,1,0,0.000000
100,1053609165,0.000000,1,42,1,1,0.000000
100,1053609165,0.000000,1,123,1,0,0.000000
100,1053609165,0.000000,1,123,1,1,0.000000
100,1053609165,0.000000,1,37,1,0,0.000000
100,1053609165,0.000000,1,37,1,1,0.000000
100,1056964608,0.200000,1,42,1,0,0.000000
100,1056964608,0.200000,1,42,1,1,0.000000
100,1056964608,0.200000,1,123,1,0,0.000000
100,1056964608,0.200000,1,123,1,1,0.000000
